title,url,category,text,cluster
Mercedes-Benz to add new vehicle to Alabama plant amid Trump tariffs,https://www.cnbc.com/2025/05/01/mercedes-benz-alabama-plant-trump-tariffs.html,business,Mercedes-Benz to add new vehicle to Alabama plant amid Trump tariffs,3
CVS to boost access to Novo Nordisk's Wegovy for patients on its drug plans,https://www.cnbc.com/2025/05/01/cvs-wegovy-caremark-patients.html,business,CVS to boost access to Novo Nordisk's Wegovy for patients on its drug plans,3
RFK Jr. is gutting HHS offices that are key to reducing health disparities,https://www.cnbc.com/2025/04/30/rfk-jr-hhs-job-cuts-minority-health-offices.html,business,RFK Jr. is gutting HHS offices that are key to reducing health disparities,3
"Ford CEO says Trump's tariff reprieve is helpful, but more changes needed",https://www.cnbc.com/2025/04/30/ford-ceo-says-trumps-tariff-changes-are-helpful-but-still-not-enough.html,business,"Ford CEO says Trump's tariff reprieve is helpful, but more changes needed",3
Dollar General is one of the best stock performers of Trump's first 100 days,https://www.cnbc.com/2025/04/30/dollar-general-stock-trump-100-days.html,business,Dollar General is one of the best stock performers of Trump's first 100 days,3
Yum Brands revenue misses as Pizza Hut's same-store sales fall 2%,https://www.cnbc.com/2025/04/30/yum-brands-yum-q1-2025-earnings.html,business,Yum Brands revenue misses as Pizza Hut's same-store sales fall 2%,3
"GLP-1s can help employers lower medical costs in 2 years, new study finds",https://www.cnbc.com/2025/04/30/glp-1s-employers-lower-medical-costs-study.html,business,"GLP-1s can help employers lower medical costs in 2 years, new study finds",3
"Starbucks stock falls as sales disappoint, turnaround pressures earnings",https://www.cnbc.com/2025/04/29/starbucks-sbux-q2-2025-earnings.html,business,"Starbucks stock falls as sales disappoint, turnaround pressures earnings",3
Oddity Tech soars 15% after it raises outlook despite tariff threat,https://www.cnbc.com/2025/04/29/oddity-tech-odd-earnings-q1-2025.html,business,Oddity Tech soars 15% after it raises outlook despite tariff threat,3
Trump signs order easing some auto tariffs,https://www.cnbc.com/2025/04/29/trump-auto-tariffs.html,business,Trump signs order easing some auto tariffs,3
Pfizer CEO says tariff uncertainty is deterring further U.S. investment,https://www.cnbc.com/2025/04/29/pfizer-ceo-trump-tariff-uncertainty-is-deterring-us-investment.html,business,Pfizer CEO says tariff uncertainty is deterring further U.S. investment,3
"General Motors beats Wall Street estimates, reassesses full-year guidance",https://www.cnbc.com/2025/04/29/general-motors-gm-earnings-q1-2025.html,business,"General Motors beats Wall Street estimates, reassesses full-year guidance",3
Novo Nordisk opens Wegovy to telehealth in push for new patients,https://www.cnbc.com/2025/04/29/novo-nordisk-wegovy-telehealth.html,business,Novo Nordisk opens Wegovy to telehealth in push for new patients,3
