title,url,category,text,cluster
‘I’m burping? At least I didn’t fart!’ Ten things I’ve learned about ageing rockers,https://www.theguardian.com/music/2025/may/05/brian-may-nearly-choked-on-his-goats-cheese-my-adventures-with-the-cosmic-dads-of-rocknroll,Arts/Culture/Celebrities,‘I’m burping? At least I didn’t fart!’ Ten things I’ve learned about ageing rockers,3
"‘It’s a northern sound, it gives you hope that it can happen to you’: how bassline bounced back",https://www.theguardian.com/music/2025/may/05/bassline-big-ang-jamie-duggan-t2-bassline-symphony-bradford-city-of-culture,Arts/Culture/Celebrities,"‘It’s a northern sound, it gives you hope that it can happen to you’: how bassline bounced back",3
Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,https://www.theguardian.com/sport/live/2025/may/05/zhao-xintong-v-mark-williams-world-snooker-championship-final-live,Arts/Culture/Celebrities,Zhao Xintong beats Mark Williams 18-12 to become China’s first world snooker champion – as it happened,3
Live,https://www.theguardian.com/us-news/live/2025/may/05/donald-trump-tariffs-film-industry-alcatraz-russia-israel-us-politcs-live-updates,Arts/Culture/Celebrities,Live,3
Trump’s movie tariffs are designed to destroy the international film industry,https://www.theguardian.com/film/2025/may/05/trumps-movie-tariffs-are-designed-to-destroy-the-international-film-industry,Arts/Culture/Celebrities,Trump’s movie tariffs are designed to destroy the international film industry,3
"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",https://www.theguardian.com/world/live/2025/may/05/israel-gaza-yemen-middle-east-crisis-live-updates,Arts/Culture/Celebrities,"Middle East crisis: Gaza offensive includes ‘wide-scale attack’ and ‘moving majority of the population’, says IDF – as it happened",3
Wisconsin woman missing for more than 60 years found ‘alive and well’,https://www.theguardian.com/us-news/2025/may/04/wisconsin-woman-missing-found,Arts/Culture/Celebrities,Wisconsin woman missing for more than 60 years found ‘alive and well’,3
The one change that worked: I could never get fit – until I tried a 40-second plank every day,https://www.theguardian.com/lifeandstyle/2025/may/05/the-one-change-that-worked-i-could-never-get-fit-until-i-tried-a-40-second-plank-every-day,Arts/Culture/Celebrities,The one change that worked: I could never get fit – until I tried a 40-second plank every day,3
Announcement of Israel’s Gaza occupation plan is carefully timed,https://www.theguardian.com/world/2025/may/05/netanyahu-announces-gaza-occupation-plan-with-close-attention-to-timing,Arts/Culture/Celebrities,Announcement of Israel’s Gaza occupation plan is carefully timed,3
Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,https://www.theguardian.com/world/2025/may/05/far-right-first-round-win-romanian-presidential-election-george-simion-prospect-eu-disruption,Arts/Culture/Celebrities,Romania’s pro-EU prime minister resigns as Trump ally eyes presidency,3
‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,https://www.theguardian.com/tv-and-radio/2025/may/05/it-normalises-the-abhorrent-is-the-handmaids-tale-the-most-frustrating-show-on-tv,Arts/Culture/Celebrities,‘It normalises the abhorrent’: is The Handmaid’s Tale the most frustrating show on TV?,3
"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",https://www.theguardian.com/world/2025/may/05/spain-cable-theft-that-caused-rail-chaos-was-act-of-sabotage-says-minister,Arts/Culture/Celebrities,"Spain: cable theft that caused rail chaos was ‘act of sabotage’, says minister",3
What impact might Trump's Hollywood tariffs plan have?,https://www.bbc.com/news/articles/cwy04kjwk09o,Arts/Culture/Celebrities,What impact might Trump's Hollywood tariffs plan have?,3
Trump says non-US movies to be hit with 100% tariffs,https://www.bbc.com/news/articles/cjr7e2z1rxyo,Arts/Culture/Celebrities,Trump says non-US movies to be hit with 100% tariffs,3
"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",https://www.bbc.com/news/articles/clyqxzlzw9jo,Arts/Culture/Celebrities,"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",3
When is Sean 'Diddy' Combs' trial and what is he charged with?,https://www.bbc.com/news/articles/c0qz32wzeego,Arts/Culture/Celebrities,When is Sean 'Diddy' Combs' trial and what is he charged with?,3
How Katy Perry became the Hot and Cold popstar,https://www.bbc.com/news/articles/cwynz85zj2vo,Arts/Culture/Celebrities,How Katy Perry became the Hot and Cold popstar,3
Trump says non-US movies to be hit with 100% tariffs,https://www.bbc.com/news/articles/cjr7e2z1rxyo,Arts/Culture/Celebrities,Trump says non-US movies to be hit with 100% tariffs,3
Lewis Hamilton to co-host Met Gala with spotlight on menswear and black style,https://www.bbc.com/news/articles/c3r807j7xrwo,Arts/Culture/Celebrities,Lewis Hamilton to co-host Met Gala with spotlight on menswear and black style,3
Brazil police thwart bomb attack on Lady Gaga concert,https://www.bbc.com/news/articles/c209r5pqzneo,Arts/Culture/Celebrities,Brazil police thwart bomb attack on Lady Gaga concert,3
"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",https://www.bbc.com/news/articles/clyqxzlzw9jo,Arts/Culture/Celebrities,"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",3
Marvel's Thunderbolts* proves a hit at box office,https://www.bbc.com/news/articles/cz79x7exn3wo,Arts/Culture/Celebrities,Marvel's Thunderbolts* proves a hit at box office,3
Ed Sheeran renames pub and puts on 'surprise' gig,https://www.bbc.com/news/articles/cm2e4rr9420o,Arts/Culture/Celebrities,Ed Sheeran renames pub and puts on 'surprise' gig,3
Conclave author says papal selection is like The Traitors,https://www.bbc.com/news/articles/c0qnknejkz5o,Arts/Culture/Celebrities,Conclave author says papal selection is like The Traitors,3
Two million people attend free Lady Gaga concert in Brazil,https://www.bbc.com/news/articles/c705p98d0kgo,Arts/Culture/Celebrities,Two million people attend free Lady Gaga concert in Brazil,3
Lorraine Kelly reassures fans ahead of surgery,https://www.bbc.com/news/articles/cr5dy8depj5o,Arts/Culture/Celebrities,Lorraine Kelly reassures fans ahead of surgery,3
Watch: Stars celebrate at glitzy Oscars after party,https://www.bbc.com/news/videos/c0mwrjegvk0o,Arts/Culture/Celebrities,Watch: Stars celebrate at glitzy Oscars after party,3
From wedding videos to four Oscars: Anora director speaks to the BBC,https://www.bbc.com/news/videos/cg4kvg02w7ko,Arts/Culture/Celebrities,From wedding videos to four Oscars: Anora director speaks to the BBC,3
Baftas 2025: Watch the big moments in 100 seconds,https://www.bbc.com/news/videos/crr0r5lqgr2o,Arts/Culture/Celebrities,Baftas 2025: Watch the big moments in 100 seconds,3
'I didn't believe it': Warwick Davis on receiving Bafta fellowship,https://www.bbc.com/news/videos/cd9q98d95w3o,Arts/Culture/Celebrities,'I didn't believe it': Warwick Davis on receiving Bafta fellowship,3
Nepo babies or superstars in waiting?,https://www.bbc.com/news/articles/c05nrdz2vqeo,Arts/Culture/Celebrities,Nepo babies or superstars in waiting?,3
David Bowie to Doctor Who: Famous faces come to life in art show,https://www.bbc.com/news/articles/cdxg094zk58o,Arts/Culture/Celebrities,David Bowie to Doctor Who: Famous faces come to life in art show,3
Four ways the film Conclave sheds light on the secretive way popes are chosen,https://www.bbc.com/news/articles/cgkg403x1gxo,Arts/Culture/Celebrities,Four ways the film Conclave sheds light on the secretive way popes are chosen,3
Lorde: 'Working with Charli XCX kicked me into opening up',https://www.bbc.com/news/articles/c0l05xx6ekdo,Arts/Culture/Celebrities,Lorde: 'Working with Charli XCX kicked me into opening up',3
"Kneecap: Rap group are no strangers to controversy, but is this time different?",https://www.bbc.com/news/articles/cly5r4gg7l6o,Arts/Culture/Celebrities,"Kneecap: Rap group are no strangers to controversy, but is this time different?",3
Lewis Hamilton to co-host Met Gala with spotlight on menswear and black style,https://www.bbc.com/news/articles/c3r807j7xrwo,Arts/Culture/Celebrities,Lewis Hamilton to co-host Met Gala with spotlight on menswear and black style,3
"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",https://www.bbc.com/news/articles/clyqxzlzw9jo,Arts/Culture/Celebrities,"Molly-Mae is back, and I Kissed a Boy returns: What's coming up this week",3
Marvel's Thunderbolts* proves a hit at box office,https://www.bbc.com/news/articles/cz79x7exn3wo,Arts/Culture/Celebrities,Marvel's Thunderbolts* proves a hit at box office,3
'Little Monsters' enjoy free Lady Gaga concert in Brazil,https://www.bbc.com/news/videos/c1me42j0xn3o,Arts/Culture/Celebrities,'Little Monsters' enjoy free Lady Gaga concert in Brazil,3
"Jewels linked to Buddha remains go to auction, sparking ethical debate",https://www.bbc.com/news/articles/ckg2elg3zxyo,Arts/Culture/Celebrities,"Jewels linked to Buddha remains go to auction, sparking ethical debate",3
Lorraine Kelly reassures fans ahead of surgery,https://www.bbc.com/news/articles/cr5dy8depj5o,Arts/Culture/Celebrities,Lorraine Kelly reassures fans ahead of surgery,3
Ncuti Gatwa's joy at learning sign language for Doctor Who,https://www.bbc.com/news/videos/c4g7j2w430po,Arts/Culture/Celebrities,Ncuti Gatwa's joy at learning sign language for Doctor Who,3
